,Gruppe,Navn,Svind,kJ,"kcal",Nitrogen-til-protein faktor,"Nitrogen, total","Protein","Protein, deklaration","Kulhydrat, difference ","Kulhydrat, tilgængelig","Kulhydrat",Sukker,Kostfibre,"Fedt",FCF,Alkohol,Aske,Tørstof,Vand,A-vitamin,Retinol,beta-caroten,D-vitamin,D3-vitamin,D2 ergocalciferol,25-hydroxy D3-vitamin,25-hydroxyergocalciferol,E-vitamin,alfa-tokoferol,gamma-tokoferol,delta-tokoferol,alfa-tokotrienol,K1-vitamin,B1-vitamin,thiamin,"B2-vitamin, riboflavin",Niacinækvivalent,Niacin,B6-vitamin,Pantothensyre,Biotin,Folat,Frit folat,B12-vitamin,C-vitamin,L-ascorbinsyre,L-dehydroascorbinsyre,"Svovl, S","Chlorid, Cl","Natrium, Na","Kalium, K","Calcium, Ca","Magnesium, Mg","Fosfor, P","Jern, Fe","Kobber, Cu","Zink, Zn","Jod, I","Mangan, Mn","Chrom, Cr","Selen, Se","Molybdæn, Mo","Cobolt, Co","Nikkel, Ni","Fluor, F","Silicium, Si","Rubidium, Rb","Aluminium, Al","Bor, B","Brom, Br","Kviksølv, Hg","Arsen, As",Arsen uorganisk,"Cadmium, Cd","Bly, Pb","Tin, Sn",L-mælkesyre,D-mælkesyre,"Mælkesyre, total",Citronsyre,Oxalsyre,Æblesyre,Benzoesyre,"Organiske syrer, tot.",Histamin,Tyramin,Phenylethylamin,Putrescin,Cadaverin,Spermin,Spermidin,Serotonin,Fruktose,Galaktose,Glukose,"Monosaccharider, total",Laktose,Maltose,Sakkarose,"Disaccharider, total",Raffinose,Andre sukkerarter,"Sukkerarter, ialt",Sorbitol,Inositol,Maltitol,"Sukkeralkoholer, total",Stivelse,IDF,SDFP,SDFS,Hexose,Pentose,Uronic Acid,Cellulose,Lignin,Crude fibre,Neutr.Det.Fibre (NDF),C4:0,C6:0,C8:0,C10:0,C12:0,C13:0,C14:0,C15:0,C16:0,C17:0,C18:0,C20:0,C21:0,C22:0,C23:0,C24:0,Andre mættede fedtsyrer,"C12:1,n-1","C14:1,n-5",C15:1,"C16:1,n-7","C17:1,n-7","C18:1,n-9","C18:1,n-7","C20:1,n-9","C20:1,n-11","C22:1,n-9","C22:1,n-11","C24:1,n-9",Andre monoumættede fedtsyrer,"C18:2,n-6","C18:2,conjugerede","C18:3,n-3 (ALA)","C18:3,n-6","C18:4,n-3","C20:2,n-6","C22:2,n-6","C22:4,n-6","C22:5,n-6","C20:3,n-3","C20:4,n-3","C20:3,n-6","C20:4,n-6","C20:5,n-3 (EPA)","C22:5,n-3","C22:6,n-3 (DHA)",Andre polyumættede,"C14:1,trans","C16:1,trans","C18:1,trans","C20:1,trans","C22:1,trans","C18:2,trans",Andre fedtsyrer,Sum mættede,Sum monoumættede,Sum polyumættede,"Transfedtsyrer, total","Fedtsyrer, total",Sum n-3 fedtsyrer,Sum n-6 fedtsyrer,Cholesterol,Isoleucin,Leucin,Lysin,Methionin,Cystin,Phenylalanin,Tyrosin,Threonin,Tryptofan,Valin,Arginin,Histidin,Alanin,Asparaginsyre,Glutaminsyre,Glycin,Prolin,Hydroxyprolin,Serin,Massefylde
1246,Grøntsagsprodukter,Tomatpure,0,184,43,6.25,0.256,1.6,1.6,9,8.6,8.6,0,0.4,0.2,0.8,0,2.2,13,87,61.2,0,734,0,0,iv,iv,iv,2.3,2.3,iv,iv,iv,iv,0.1,iv,0.05,1.48,1.3,0.18,0.25,1.5,72,2,0,9,9,iv,iv,iv,433,798,19.8,30,41.9,0.6,0.15,0.2,2.2,0.16,5,0.4,0,iv,30,iv,iv,iv,iv,iv,iv,0.1,1,iv,2,13,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.031,iv,0.005,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.002,iv,0.022,iv,iv,iv,iv,iv,iv,iv,0.09,iv,0.009,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.037,0.024,0.099,iv,0.16,0.009,0.09,0,38,51,49,12,3,44,22,41,11,41,33,24,44,207,589,28,31,iv,49,iv
1248,Saltvandsfisk,"Ål, rå",iv,1281,310,iv,3.056,15.1,15.1,0,0,0,iv,iv,27.7,iv,iv,1,43.8,56.2,1800,1800,iv,30,30,iv,iv,iv,8,8,iv,iv,iv,iv,0.15,iv,0.31,6.63,3.8,0.244,0.141,iv,12,iv,4.4,1.28,1.28,iv,iv,iv,46,256,35,15,200,0.35,0.03,2,13.4,0.03,1.3,26.3,5,1,1.18,0,0,470,0.2,30,0,6.99,51.5,iv,0.225,0.321,iv,iv,iv,iv,0.197,iv,iv,0.15,0.197,0.01,0,iv,iv,iv,iv,iv,0.03,0,iv,0,0,0,iv,0,0,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,0,0,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,860,1310,1800,520,140,730,640,830,170,1010,1100,640,1160,1680,2510,1160,760,iv,1070,iv
1249,Svinekød (Gris),"Grisebryst, stegestykke med svær, rå",0,1478,358,6.25,2.443,15,15,0,0,0,0,0,33.1,0.92,0,0.7,48.8,51.2,14,14,0,0.91,0.21,iv,0.14,iv,0.396,0.396,iv,iv,iv,0,0.51,iv,0.125,6.53,3.8,0.195,0.483,4.64,5.1,iv,0.875,0,0,iv,iv,iv,57.9,217,7.09,13.2,128,0.472,0.0555,1.31,0.8,0.01,5.3,6.9,10,iv,2.5,iv,iv,iv,iv,iv,iv,0.13,2,iv,1.9,5.6,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,iv,0,0,0,0,0,0,iv,iv,0,iv,iv,iv,iv,0,iv,iv,iv,0,0,0,0,0,iv,iv,iv,iv,iv,0.028,0.044,iv,0.481,iv,7.535,iv,3.875,0.075,iv,iv,iv,iv,iv,iv,iv,iv,0.856,iv,12.008,1.284,iv,0.248,iv,iv,iv,iv,3.113,iv,0.287,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.13,iv,iv,iv,0.458,12.036,14.396,3.4,0.13,30.42,0.287,3.113,72,757,1250,1340,464,100,562,513,684,164,757,953,489,953,1320,2270,733,562,iv,537,iv
1250,Mayonnaiser,"Remoulade, uspec.",0,1568,380,6.25,0.176,1.1,1.1,11.2,10.7,12,12,0.5,36.8,0.956,0,2.1,51.2,48.8,54,54,iv,1.02,1.02,iv,iv,iv,7.5,7.5,iv,iv,iv,0,0.025,iv,0.038,0,0,0.044,0.4,0.2,7,7,1.1,2,2,iv,iv,iv,265,49,14,3,55,1.2,0.1,0.6,5,0.1,7,1.6,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,12,iv,iv,iv,iv,0,iv,iv,iv,0.15,0.03,0.12,0.13,0.01,iv,iv,0,0,0,0,0,iv,0.036,iv,1.978,0,0.671,0.227,iv,0.126,iv,0.059,iv,iv,0,iv,0.083,iv,19.343,0,iv,0.469,0.229,0,0.065,iv,8.53,iv,3.366,iv,0,0.039,iv,iv,iv,0,iv,0,iv,0,0,0,iv,iv,iv,iv,iv,iv,iv,0,3.098,20.189,11.935,iv,35.221,3.366,8.569,100,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv
1251,Oksekød,"Oksekød, tværreb, råt",20,1366,330,6.25,2.656,15.3,15.3,0,0,0,0,0,29.9,0.94,0,1,46.2,53.8,37,37,0,0.9,0.9,iv,iv,iv,0.9,0.9,iv,iv,iv,0,0.031,iv,0.14,7.94,4.8,0.37,0.48,0,4,4,1.4,0,0,iv,iv,iv,70,250,4,17,170,1.6,0.055,3.8,1.2,0.011,4,6.5,0,iv,0.7,iv,iv,iv,iv,iv,iv,0.05,0.53,iv,0.9,2.5,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.23,2.35,0.003,0.23,0.84,2.58,iv,iv,0,iv,0,0,0,0,0,0,iv,iv,0,iv,iv,iv,iv,0,iv,iv,iv,0,0,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,0.9,0.17,7.562,0.34,3.651,iv,iv,iv,iv,iv,iv,iv,0.42,iv,1.77,0.28,11.803,iv,iv,0,iv,iv,iv,iv,0.56,iv,0.37,iv,iv,iv,iv,iv,iv,0,iv,iv,0.28,0,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,12.623,14.273,1.21,iv,28.106,0.37,0.84,70,797,1250,1380,398,120,637,531,691,189,850,983,558,956,1460,2340,903,744,iv,664,iv
1252,Kornsorter,"Ris, polerede, rå",0,1504,354,5.95,1.412,8.4,8.8,77.8,77.1,78.1,0,0.7,1.2,0.82,0,0.6,88,12,0,0,0,0,0,iv,iv,iv,0.05,0.05,iv,iv,0.05,0,0.07,iv,0.035,1.98,1.4,0.109,0.55,3,31,iv,0,0,0,iv,iv,iv,1.8,150,52.7,35,130,1.2,0.2,1.7,2.2,0.9,4.2,6,20,iv,35.6,iv,iv,iv,iv,iv,iv,0.66,21.3,iv,3.4,0.4,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.003,0,iv,0,0,0,0,0,0,iv,iv,0,iv,iv,iv,iv,78.1,iv,iv,iv,2.45,0.14,0.56,0.63,0.4,iv,iv,iv,iv,iv,0,0,iv,0.009,iv,0.236,iv,0.025,0.004,iv,iv,iv,iv,iv,iv,iv,iv,0.001,iv,0.292,iv,iv,0,0,iv,iv,iv,0.406,iv,0.011,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.275,0.293,0.417,iv,0.984,0.011,0.406,0,367,650,311,198,99,452,240,282,119,551,635,184,494,748,1270,381,381,iv,424,iv
1253,Andre sammensatte fødevarer,"Bouillon, oksekød, koncentreret, terning",0,676,160,6.25,2.72,17,17,15.8,15.8,12,iv,0,3.2,0.9,0,40,76,24,0,0,0,0,0,iv,iv,iv,0,0,iv,iv,0,iv,0.05,iv,3.4,9.34,8.8,0.33,0,0,0,0,0.6,0,0,iv,iv,iv,22500,511,25,43.3,360,24.5,0.71,1.8,390,0.68,50,0,iv,iv,150,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,12,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,2.88,iv,iv,7,228,326,435,46,14,193,68,250,33,381,653,381,517,870,11400,598,381,iv,381,iv
1255,Mel,Rismel,0,1527,360,5.95,1.227,7.3,7.7,80.1,79.3,78.9,0,0.8,1.3,0.82,0,0.5,89.2,10.8,0,0,0,0,0,iv,iv,iv,0,0,iv,iv,0,iv,0.08,iv,0.03,1.62,1.9,0.2,0.5,1,10,8,0,0,0,iv,iv,iv,2.8,117,4.97,36,96.3,1.1,0.2,1.7,0.7,0.6,iv,3.1,iv,iv,10.7,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.6,2.9,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.28,0.25,iv,iv,iv,iv,iv,0.003,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,0,iv,0.01,iv,0.256,iv,0.027,0.004,iv,iv,iv,iv,iv,iv,iv,iv,0.001,iv,0.316,iv,iv,0,0,iv,iv,iv,0.439,iv,0.012,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.297,0.317,0.451,iv,1.066,0.012,0.439,0,331,626,282,209,81,393,380,245,97,503,589,184,442,675,1170,344,331,iv,417,iv
1256,"Kaffe, te, kakao og chokolade","Kakao, pulver",0,1682,405,4.74,3.6,17.1,22.5,47,23,10.5,0,24,21.9,0.95,0,8.9,94.9,5.1,3.33,0,40,0,0,iv,iv,iv,0.2,0.2,iv,iv,iv,0,0.1,iv,0.15,5.6,2,0.07,iv,iv,41,31,0,0,0,iv,iv,iv,35,3490,105,523,660,11,3.6,10.1,2.8,2.5,173,14.3,73,iv,855,iv,iv,iv,iv,iv,iv,iv,23,iv,33,27.4,iv,iv,iv,iv,iv,0.47,iv,iv,0.47,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,10.5,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,0,0,0,0,iv,0,0,5.483,0,7.223,0.191,iv,0,iv,iv,iv,iv,0,0,0,0,7.284,iv,iv,0,0,iv,iv,iv,0.624,iv,0,iv,iv,iv,iv,iv,iv,0,iv,iv,0,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,12.897,7.284,0.624,iv,20.805,0,0.624,0,684,1010,756,212,212,756,540,720,216,1120,1120,292,828,1730,2840,756,864,iv,900,iv
1257,Frugtprodukter,"Oliven, sorte, saltede, i olie",20,1476,358,6.25,0.352,2.2,2.2,8.7,4.9,4.9,0,3.8,35.8,0.95,0,9.5,56.2,43.8,3.33,0,40,0,0,iv,iv,iv,1.99,1.99,iv,iv,iv,iv,0,iv,0,0.088,0,0.014,0.015,0,iv,iv,0,0,0,iv,iv,iv,3290,38,80,16,29,1.6,0.23,iv,4.5,iv,iv,0.9,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.02,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,0,0,0,0,iv,0,0,4.084,0,0.791,0.14,iv,0,iv,iv,iv,iv,0,0,0.37,0,24.622,iv,iv,0,0,iv,iv,iv,3.783,iv,0.22,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,5.014,24.992,4.004,iv,34.01,0.22,3.783,0,iv,iv,iv,iv,iv,iv,iv,iv,5,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv
1258,Mel,"Rugmel, halvsigtet (udmalingsgrad ca. 85 %)",0,1422,336,5.7,1.368,7.8,8.6,77.5,67,66.2,iv,10.5,1.8,0.7,0,1,88.1,11.9,iv,iv,iv,iv,iv,iv,iv,iv,0.59,0.59,iv,iv,iv,iv,0.33,iv,0.082,1.66,iv,iv,0.43,iv,iv,iv,iv,iv,iv,iv,iv,iv,2.9,313,29,51,190,2,0.22,1.72,iv,1.75,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,1.26,iv,iv,iv,315,547,342,134,124,383,205,301,100,465,451,205,383,588,1790,383,711,iv,383,iv
1259,Fast løbeost,"Danbo, 30+",0,1072,257,6.38,4.451,28.4,27.8,0.8,0.8,0.1,0,0,15.7,0.945,0,4.5,49.4,50.6,138,132,68,0.17,0.17,iv,iv,iv,0.4,0.4,iv,iv,iv,0,0.055,iv,0.325,6.63,0.1,0.09,0.34,1.5,60,1,1.52,0,0,iv,iv,iv,737,82.7,723,32.3,580,0.18,0.086,4.4,13.8,0.059,0.25,9.5,6,1,1.36,iv,iv,iv,iv,iv,iv,0.06,1,iv,0.01,0.45,iv,1.06,0.32,iv,iv,iv,iv,iv,1.38,3.5,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,0.05,iv,iv,0.05,iv,iv,0.05,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.517,0.72,0.345,0.507,0.505,iv,1.458,iv,4.233,0,1.748,0.043,iv,0,iv,0,iv,iv,0.199,iv,0.258,iv,3.844,0,iv,0.123,0,0,0,iv,0.282,iv,0.086,iv,0,0,iv,iv,iv,0,iv,0,iv,0,0,0,iv,iv,iv,iv,iv,iv,iv,0,10.076,4.424,0.367,iv,14.868,0.086,0.282,53,1560,2630,2270,801,102,1470,1560,979,392,1910,890,801,890,2000,5560,579,2980,iv,1600,iv
1261,Oksekød,"Oksekød, slag, råt",5,1387,335,6.25,2.576,16.1,16.1,0,0,0,0,0,30.1,0.94,0,1,47.2,52.8,38,38,0,0.9,0.9,iv,iv,iv,0.91,0.91,iv,iv,iv,0,0.03,iv,0.105,7.95,4.9,0.37,0.47,0,4,4,1.4,0,0,iv,iv,iv,65,250,4,17,170,1.4,0.05,3.8,1.2,0.011,4,6.5,0,iv,0.7,iv,iv,iv,iv,iv,iv,0.05,0.53,iv,0.9,2.5,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.23,2.35,0.003,0.23,0.84,2.58,iv,iv,0,iv,0,0,0,0,0,0,iv,iv,0,iv,iv,iv,iv,0,iv,iv,iv,0,0,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,0.909,0.17,7.606,0.34,3.678,iv,iv,iv,iv,iv,iv,iv,0.42,iv,1.779,0.28,11.893,iv,iv,0,iv,iv,iv,iv,0.57,iv,0.37,iv,iv,iv,iv,iv,iv,0,iv,iv,0.28,0,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,12.703,14.372,1.219,iv,28.294,0.37,0.85,73,773,1210,1340,386,116,618,515,670,183,824,953,541,927,1420,2270,876,721,iv,644,iv
1262,Grøntsagsprodukter,Tomatketchup,0,479,114,6.25,0.48,3,3,21.7,18.4,18.4,iv,3.3,2.4,0.8,0,1.4,28.5,71.5,49.9,0,599,0,0,iv,iv,iv,1.5,1.5,iv,iv,iv,iv,0.04,iv,0.05,0.864,0.6,0.13,0.25,1.5,5,2,0,3.94,3.94,iv,iv,iv,1090,376,18.5,18,34.4,0.6,0.15,0.2,0.9,0.16,5,0.4,0,iv,30,iv,iv,iv,iv,iv,iv,0.1,1,iv,2,13,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,1.1,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.377,iv,0.064,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.022,iv,0.269,iv,iv,iv,iv,iv,iv,iv,1.08,iv,0.108,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.441,0.291,1.188,iv,1.92,0.108,1.08,0,72,101,96,22,10,77,30,72,16,77,62,48,77,370,1200,58,62,iv,86,iv
1263,Grøntsagsprodukter,"Baked beans i tomatsovs, konserves",0,371,88,6.25,0.816,5.1,5.1,19.1,12.5,9.6,iv,6.6,0.5,0.76,0,1.7,26.4,73.6,0,0,0,0,0,iv,iv,iv,0.6,0.6,iv,iv,iv,iv,0.07,iv,0.05,1.32,0.5,0.12,iv,iv,29,4,0,0,0,iv,iv,iv,480,300,45,31,91,1.4,0.21,0.7,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,5,iv,iv,iv,iv,4.64,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,0,0,0,0,iv,0,0,0.076,0,0.008,0,iv,0,iv,iv,iv,iv,0,0,0,0,0.048,iv,iv,0,0,iv,iv,iv,0.098,iv,0.15,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,0.084,0.048,0.249,iv,0.38,0.15,0.098,iv,212,392,367,57,41,269,131,212,49,237,302,147,212,620,751,204,180,iv,294,iv
1265,Usyrnede mælkeprodukter,Sødmælk (UHT),0,264,63,6.38,0.536,3.4,3.4,4.6,4.6,4.6,0,0,3.5,0.945,0,0.8,12.3,87.7,32.3,31,16,0.1,0.1,iv,iv,iv,0.09,0.09,iv,iv,iv,0,0.042,iv,0.173,0.861,0.092,0.047,0.34,2,11,4,0.45,1.2,1.2,iv,iv,94,42.6,148,112,11.2,89,0.06,0.01,0.47,10.7,0.01,0.052,1.64,5,iv,0.705,iv,iv,iv,iv,iv,iv,0.03,0.3,iv,0.002,0.089,iv,iv,iv,iv,0.19,iv,iv,0.045,0.19,0.01,0,iv,iv,iv,iv,iv,0.03,0,iv,0,0,4.61,0,0,4.61,iv,iv,4.61,iv,iv,iv,iv,0,iv,iv,iv,0,0,0,0,0,iv,iv,0.118,0.075,0.049,0.108,0.134,iv,0.384,iv,1.031,iv,0.351,iv,iv,iv,iv,iv,iv,iv,0.049,iv,0.075,iv,0.77,iv,iv,0.04,iv,iv,iv,iv,0.072,iv,0.026,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,2.25,0.934,0.098,iv,3.282,0.026,0.072,13,198,327,306,86,26,172,145,145,46,236,118,97,113,279,681,70,333,iv,193,iv
1266,Usyrnede mælkeprodukter,"Sødmælk, økologisk",0,269,64,6.38,0.535,3.4,3.3,4.9,4.9,4.4,0,0,3.5,0.945,0,0.8,12.6,87.5,35.3,34,16,0.036,0.00763,iv,0.00568,iv,0.085,0.085,iv,iv,iv,0,0.04,iv,0.18,0.877,0.11,0.05,0.37,1,11,4,0.385,1.2,1.2,iv,iv,95,35,149,119,11,91,0.0215,0.013,0.355,16.5,0.003,0,4.4,5,iv,0.38,iv,iv,iv,iv,iv,iv,0.03,0.3,iv,0.002,0.089,iv,iv,iv,iv,0.193,iv,iv,0.045,0.193,0.01,0,iv,iv,iv,iv,iv,0.03,0,0,0,0,4.4,0,0,4.4,iv,iv,4.4,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.122,0.089,0.05,0.105,0.127,iv,0.382,0.039,1.041,iv,0.343,iv,iv,iv,iv,iv,iv,iv,0.033,iv,0.05,iv,0.598,0.028,iv,iv,iv,iv,iv,iv,0.05,0.011,0.022,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.105,iv,iv,0.022,0.044,2.297,0.709,0.083,0.127,3.26,0.022,0.05,13,198,326,305,86,26,171,144,144,46,235,118,96,112,278,679,70,332,iv,193,iv
1268,Fåre- og lammekød,"Lammekød, rygstykke, råt",44,1205,290,6.25,2.528,15.8,15.8,10.7,10.7,0,0,0,20.4,0.805,0,0.7,47.6,52.4,45,45,0,0.4,0.4,iv,iv,iv,0.7,0.7,iv,iv,iv,0,0.09,iv,0.16,6.44,4,0.15,0.55,1,1.4,iv,1,0,0,iv,iv,iv,61,230,13.3,17,198,1.2,0.16,2.1,0.7,0.01,8.1,1.4,0,iv,2.14,iv,iv,iv,iv,iv,iv,0.19,iv,iv,1.6,4.6,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,iv,iv,iv,iv,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,iv,0,0.016,0.075,iv,0.911,iv,4.071,iv,3.771,0,iv,0,iv,iv,iv,iv,0,iv,0.309,iv,5.56,iv,iv,0,0,0,iv,iv,0.292,iv,0.199,iv,iv,iv,iv,iv,iv,iv,iv,iv,0.003,iv,iv,0,iv,iv,iv,0.639,iv,iv,iv,0.571,8.845,5.869,0.493,0.639,16.417,0.199,0.294,72,784,1290,1440,404,134,632,632,683,147,860,1060,455,986,1440,2330,834,733,iv,632,iv
1269,Svinekød (Gris),"Grisekød, uspec., fedt, råt",10,1429,346,6.25,2.4,14.4,14.4,0,0,0,0,0,32,0.92,0,0.8,47.2,52.8,0,0,0,0.848,0.233,iv,0.123,iv,0.1,0.1,iv,iv,iv,0,0.57,iv,0.18,5.52,2.8,0.237,0.6,2.6,2.5,iv,0.65,0,0,iv,iv,iv,55,204,6,14,130,0.63,0.1,3.6,1.5,0.012,5.3,6.9,10,iv,2.5,iv,iv,iv,iv,iv,iv,0.13,2,iv,1.9,5.6,iv,iv,iv,iv,iv,iv,iv,iv,iv,1.1,1.1,iv,0.45,0.13,0.13,1.45,iv,0,iv,0,0,0,0,0,0,iv,iv,0,iv,iv,iv,iv,0,iv,iv,iv,0,0,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,0.478,0,8.118,0,4.13,iv,iv,iv,iv,iv,iv,iv,iv,iv,1.017,0,13.123,iv,iv,0.214,iv,iv,iv,iv,2.177,iv,0.183,iv,iv,iv,iv,iv,iv,0,iv,iv,0,0,0,iv,iv,iv,iv,iv,iv,iv,iv,iv,12.726,14.354,2.36,iv,29.44,0.183,2.177,69,720,1080,1320,360,98,552,504,624,163,792,888,552,888,1320,1940,768,600,iv,576,iv
